,dut_speed,dut_decel,dut_dist,foe_speed,foe_dist
14984,45.0,7.0,21.0,29.0,6.0
14985,11.0,4.5,85.0,47.0,59.0
14986,22.0,7.800000000000001,52.0,14.0,47.0
14987,6.0,8.600000000000001,55.0,25.0,89.0
14988,43.0,6.300000000000001,25.0,44.0,63.0
14989,19.0,3.9,35.0,48.0,14.0
14990,21.0,8.9,16.0,11.0,73.0
14991,19.0,5.800000000000001,96.0,21.0,64.0
14992,22.0,6.6,50.0,37.0,53.0
14993,16.0,5.7,86.0,44.0,39.0
14994,31.0,4.8,78.0,36.0,18.0
14995,29.0,8.9,16.0,35.0,81.0
14996,41.0,5.7,31.0,35.0,94.0
14997,45.0,9.100000000000001,14.0,39.0,77.0
14998,29.0,8.9,3.0,32.0,79.0
14999,50.0,8.100000000000001,46.0,33.0,11.0
15000,33.0,4.2,86.0,21.0,71.0
15001,41.0,4.0,23.0,41.0,26.0
15002,28.0,7.6000000000000005,72.0,45.0,28.0
15003,32.0,3.9,72.0,19.0,13.0
15004,12.0,5.4,43.0,14.0,3.0
15005,17.0,8.4,34.0,28.0,2.0
15006,13.0,5.2,40.0,46.0,72.0
15007,10.0,4.6,52.0,16.0,53.0
15008,38.0,8.5,99.0,23.0,90.0
15009,9.0,6.0,36.0,47.0,77.0
15010,39.0,6.800000000000001,67.0,48.0,39.0
15011,27.0,5.6,23.0,33.0,81.0
15012,38.0,6.300000000000001,35.0,27.0,65.0
15013,5.0,6.2,52.0,11.0,71.0
15014,50.0,9.3,78.0,21.0,9.0
15015,7.0,3.2,28.0,40.0,52.0
15016,28.0,9.2,99.0,14.0,26.0
15017,34.0,8.0,16.0,13.0,80.0
15018,32.0,6.300000000000001,65.0,27.0,6.0
15019,8.0,9.100000000000001,66.0,20.0,70.0
15020,41.0,7.4,36.0,22.0,63.0
15021,13.0,9.4,28.0,19.0,44.0
15022,15.0,9.4,15.0,17.0,18.0
15023,12.0,9.7,33.0,41.0,82.0
15024,43.0,3.6,65.0,34.0,80.0
15025,9.0,7.5,27.0,29.0,60.0
15026,20.0,5.1,15.0,39.0,42.0
15027,17.0,4.0,100.0,32.0,31.0
15028,23.0,9.0,23.0,11.0,84.0
15029,49.0,6.800000000000001,37.0,34.0,38.0
15030,38.0,5.5,48.0,26.0,5.0
15031,33.0,9.600000000000001,67.0,26.0,46.0
15032,30.0,3.0,63.0,36.0,98.0
15033,46.0,5.0,56.0,24.0,75.0
15034,15.0,9.3,73.0,19.0,21.0
15035,13.0,6.7,18.0,28.0,35.0
15036,22.0,7.4,48.0,41.0,78.0
15037,10.0,6.5,97.0,39.0,55.0
15038,40.0,4.6,91.0,19.0,76.0
15039,46.0,5.5,88.0,40.0,89.0
15040,19.0,6.800000000000001,87.0,28.0,7.0
15041,34.0,3.8,38.0,23.0,26.0
15042,16.0,4.9,29.0,48.0,95.0
15043,30.0,3.7,39.0,41.0,61.0
15044,23.0,4.2,74.0,22.0,32.0
15045,44.0,5.800000000000001,74.0,36.0,85.0
15046,9.0,8.9,91.0,45.0,17.0
15047,50.0,3.2,88.0,17.0,21.0
15048,39.0,5.1,39.0,11.0,94.0
15049,35.0,9.100000000000001,46.0,16.0,79.0
15050,47.0,8.3,97.0,42.0,13.0
15051,17.0,5.800000000000001,57.0,47.0,85.0
15052,29.0,9.100000000000001,9.0,34.0,32.0
15053,17.0,8.100000000000001,41.0,47.0,41.0
15054,9.0,7.1000000000000005,79.0,42.0,99.0
15055,18.0,3.5,46.0,43.0,55.0
15056,41.0,5.800000000000001,39.0,44.0,71.0
15057,11.0,4.5,44.0,44.0,56.0
15058,28.0,7.2,31.0,47.0,72.0
15059,14.0,7.2,83.0,25.0,17.0
15060,18.0,3.1,83.0,50.0,62.0
15061,13.0,5.300000000000001,82.0,12.0,64.0
15062,18.0,7.9,32.0,49.0,34.0
15063,39.0,8.5,18.0,29.0,67.0
15064,7.0,3.6,48.0,19.0,15.0
15065,41.0,4.8,82.0,48.0,86.0
15066,13.0,9.0,79.0,45.0,87.0
15067,8.0,6.7,43.0,28.0,34.0
15068,23.0,7.6000000000000005,3.0,21.0,35.0
15069,10.0,8.0,43.0,32.0,79.0
15070,35.0,4.0,45.0,26.0,0.0
15071,22.0,5.7,60.0,45.0,22.0
15072,35.0,8.8,74.0,18.0,34.0
15073,28.0,9.5,5.0,46.0,81.0
15074,38.0,3.2,49.0,24.0,37.0
15075,24.0,3.0,21.0,27.0,7.0
15076,37.0,6.4,22.0,34.0,45.0
15077,41.0,9.7,41.0,25.0,68.0
15078,27.0,4.5,0.0,41.0,80.0
15079,11.0,5.5,41.0,39.0,36.0
15080,26.0,8.7,47.0,14.0,85.0
15081,42.0,3.9,60.0,22.0,89.0
15082,28.0,4.3,4.0,43.0,74.0
15083,42.0,4.1,55.0,11.0,48.0
15084,42.0,9.4,7.0,29.0,8.0
15085,5.0,6.4,19.0,26.0,93.0
15086,36.0,7.9,5.0,23.0,97.0
15087,26.0,3.3,14.0,20.0,5.0
15088,41.0,5.2,9.0,21.0,67.0
15089,33.0,5.1,66.0,26.0,18.0
15090,17.0,9.7,65.0,48.0,49.0
15091,24.0,6.800000000000001,47.0,22.0,1.0
15092,7.0,4.9,48.0,21.0,59.0
15093,26.0,6.4,53.0,40.0,18.0
15094,27.0,4.8,31.0,38.0,21.0
15095,41.0,7.800000000000001,14.0,50.0,70.0
15096,12.0,9.3,19.0,38.0,48.0
15097,8.0,8.3,42.0,21.0,24.0
15098,18.0,7.9,30.0,29.0,100.0
15099,50.0,6.2,60.0,43.0,78.0
15100,30.0,6.7,93.0,38.0,76.0
15101,26.0,6.0,34.0,16.0,89.0
15102,42.0,4.8,95.0,46.0,38.0
15103,13.0,4.6,51.0,45.0,17.0
15104,42.0,5.9,11.0,22.0,73.0
15105,39.0,5.1,56.0,12.0,51.0
15106,32.0,5.300000000000001,90.0,21.0,28.0
15107,30.0,6.4,48.0,43.0,53.0
15108,38.0,6.6,40.0,11.0,40.0
15109,21.0,6.7,39.0,50.0,36.0
15110,48.0,7.9,4.0,33.0,76.0
15111,35.0,8.9,32.0,30.0,50.0
15112,14.0,4.4,55.0,36.0,60.0
15113,29.0,4.3,26.0,25.0,48.0
15114,32.0,5.0,42.0,41.0,67.0
15115,49.0,7.1000000000000005,49.0,34.0,68.0
15116,7.0,6.2,45.0,39.0,8.0
15117,34.0,9.4,14.0,35.0,95.0
15118,33.0,7.4,57.0,29.0,61.0
15119,32.0,9.0,92.0,45.0,57.0
15120,10.0,4.4,7.0,48.0,72.0
15121,8.0,3.4,11.0,36.0,79.0
15122,18.0,7.0,65.0,32.0,25.0
15123,8.0,3.3,76.0,15.0,42.0
15124,47.0,9.100000000000001,59.0,28.0,56.0
15125,42.0,4.4,51.0,11.0,90.0
15126,15.0,5.7,62.0,41.0,91.0
15127,36.0,6.5,37.0,22.0,61.0
15128,41.0,8.600000000000001,42.0,12.0,19.0
15129,11.0,9.600000000000001,71.0,30.0,11.0
15130,41.0,4.3,86.0,48.0,18.0
15131,36.0,6.7,62.0,17.0,4.0
15132,44.0,6.2,39.0,38.0,70.0
15133,44.0,9.4,41.0,22.0,70.0
15134,20.0,6.300000000000001,82.0,44.0,23.0
15135,25.0,9.600000000000001,25.0,17.0,59.0
15136,48.0,4.3,89.0,33.0,55.0
15137,6.0,5.5,36.0,27.0,67.0
15138,33.0,9.9,18.0,39.0,22.0
15139,34.0,4.1,84.0,30.0,84.0
15140,49.0,9.9,78.0,14.0,5.0
15141,23.0,8.100000000000001,68.0,28.0,45.0
15142,40.0,3.8,49.0,38.0,93.0
15143,10.0,9.4,79.0,38.0,96.0
15144,11.0,9.2,72.0,48.0,21.0
15145,39.0,7.4,59.0,34.0,79.0
15146,48.0,8.8,16.0,46.0,39.0
15147,45.0,8.8,99.0,21.0,17.0
15148,23.0,3.7,56.0,22.0,41.0
15149,30.0,7.1000000000000005,65.0,31.0,31.0
15150,26.0,6.300000000000001,23.0,30.0,29.0
15151,25.0,9.5,3.0,46.0,50.0
15152,47.0,9.4,36.0,47.0,6.0
15153,30.0,6.800000000000001,68.0,41.0,59.0
15154,42.0,3.6,45.0,24.0,47.0
15155,9.0,5.7,69.0,34.0,72.0
15156,39.0,9.2,52.0,48.0,97.0
15157,26.0,6.300000000000001,28.0,38.0,93.0
15158,25.0,9.100000000000001,97.0,32.0,66.0
15159,32.0,4.5,88.0,37.0,88.0
15160,20.0,6.7,82.0,31.0,95.0
15161,9.0,8.9,32.0,42.0,61.0
15162,14.0,9.9,35.0,30.0,70.0
15163,33.0,7.6000000000000005,87.0,44.0,41.0
15164,45.0,3.2,18.0,12.0,35.0
15165,11.0,9.8,5.0,28.0,19.0
15166,47.0,8.7,51.0,22.0,74.0
15167,35.0,6.6,0.0,47.0,96.0
15168,18.0,6.5,55.0,11.0,7.0
15169,13.0,7.1000000000000005,87.0,36.0,59.0
15170,12.0,4.1,76.0,50.0,21.0
15171,30.0,4.7,70.0,11.0,53.0
15172,14.0,9.7,58.0,15.0,89.0
15173,19.0,6.9,62.0,16.0,70.0
15174,47.0,5.5,95.0,41.0,74.0
15175,39.0,8.600000000000001,0.0,29.0,9.0
15176,8.0,4.3,84.0,45.0,15.0
15177,9.0,8.4,13.0,22.0,29.0
15178,8.0,4.7,41.0,43.0,76.0
15179,23.0,3.3,52.0,37.0,54.0
15180,10.0,5.1,42.0,13.0,79.0
15181,36.0,8.600000000000001,84.0,21.0,11.0
15182,25.0,3.1,63.0,26.0,30.0
15183,23.0,4.2,95.0,47.0,45.0
15184,44.0,8.9,80.0,39.0,4.0
15185,34.0,5.1,17.0,48.0,18.0
15186,20.0,4.6,86.0,13.0,80.0
15187,48.0,9.600000000000001,21.0,33.0,57.0
15188,5.0,4.6,11.0,21.0,84.0
15189,35.0,3.3,48.0,45.0,54.0
15190,11.0,8.8,24.0,29.0,15.0
15191,16.0,5.7,23.0,35.0,85.0
15192,17.0,3.1,80.0,14.0,33.0
15193,32.0,4.9,10.0,29.0,11.0
15194,49.0,8.8,22.0,43.0,46.0
15195,10.0,5.7,79.0,34.0,52.0
15196,27.0,4.3,51.0,14.0,86.0
15197,41.0,3.3,94.0,12.0,33.0
15198,16.0,4.9,69.0,21.0,10.0
15199,13.0,7.5,71.0,10.0,69.0
15200,9.0,9.600000000000001,64.0,27.0,67.0
15201,11.0,5.6,2.0,22.0,98.0
15202,17.0,8.9,96.0,34.0,65.0
15203,34.0,3.2,37.0,36.0,70.0
15204,17.0,5.0,88.0,11.0,50.0
15205,38.0,8.8,48.0,12.0,44.0
15206,23.0,4.6,50.0,27.0,57.0
15207,23.0,4.7,37.0,17.0,48.0
15208,38.0,6.1,72.0,15.0,32.0
15209,32.0,5.2,13.0,38.0,83.0
15210,19.0,5.4,45.0,47.0,60.0
15211,46.0,6.800000000000001,15.0,45.0,6.0
15212,33.0,6.6,76.0,38.0,9.0
15213,20.0,10.0,75.0,17.0,30.0
15214,17.0,8.3,32.0,18.0,89.0
15215,48.0,8.5,70.0,17.0,54.0
15216,45.0,5.4,18.0,29.0,48.0
15217,23.0,9.100000000000001,38.0,32.0,18.0
15218,42.0,8.7,50.0,32.0,96.0
15219,6.0,9.100000000000001,76.0,11.0,43.0
15220,45.0,4.1,14.0,14.0,99.0
15221,8.0,5.9,91.0,42.0,47.0
15222,48.0,6.6,36.0,15.0,36.0
15223,26.0,6.300000000000001,45.0,14.0,57.0
15224,12.0,7.6000000000000005,9.0,42.0,16.0
15225,9.0,4.0,80.0,18.0,34.0
15226,25.0,3.1,73.0,18.0,62.0
15227,15.0,7.9,67.0,27.0,26.0
15228,42.0,7.4,41.0,47.0,94.0
15229,24.0,4.8,76.0,28.0,95.0
15230,36.0,9.0,95.0,46.0,80.0
15231,23.0,8.0,86.0,20.0,68.0
15232,38.0,4.1,64.0,13.0,83.0
15233,32.0,8.4,50.0,43.0,49.0
15234,41.0,4.8,44.0,45.0,1.0
15235,15.0,10.0,13.0,46.0,92.0
15236,34.0,4.6,1.0,30.0,27.0
15237,24.0,4.4,44.0,21.0,31.0
15238,21.0,7.0,56.0,36.0,71.0
15239,9.0,6.300000000000001,65.0,24.0,2.0
15240,21.0,4.7,86.0,49.0,11.0
15241,28.0,8.8,81.0,12.0,99.0
15242,34.0,7.800000000000001,98.0,13.0,94.0
15243,33.0,8.4,26.0,47.0,64.0
15244,42.0,5.5,66.0,20.0,65.0
15245,30.0,8.2,52.0,21.0,0.0
15246,6.0,6.9,73.0,44.0,5.0
15247,29.0,6.300000000000001,61.0,36.0,72.0
15248,15.0,3.5,14.0,11.0,2.0
15249,5.0,3.6,53.0,27.0,6.0
15250,19.0,5.2,78.0,43.0,70.0
15251,32.0,3.3,73.0,23.0,39.0
15252,44.0,5.0,68.0,34.0,73.0
15253,33.0,7.9,6.0,11.0,60.0
15254,21.0,9.600000000000001,17.0,44.0,53.0
15255,33.0,9.600000000000001,55.0,16.0,95.0
15256,11.0,7.9,56.0,16.0,28.0
15257,21.0,9.7,22.0,20.0,59.0
15258,9.0,9.600000000000001,26.0,29.0,72.0
15259,21.0,7.2,98.0,43.0,72.0
15260,18.0,8.0,96.0,42.0,82.0
15261,33.0,4.3,95.0,41.0,19.0
15262,19.0,5.800000000000001,51.0,16.0,52.0
15263,23.0,5.800000000000001,10.0,24.0,6.0
15264,15.0,5.2,23.0,43.0,83.0
15265,21.0,3.7,49.0,11.0,39.0
15266,27.0,8.7,46.0,25.0,10.0
15267,34.0,4.5,92.0,32.0,81.0
15268,27.0,3.3,70.0,13.0,12.0
15269,12.0,5.7,89.0,44.0,16.0
15270,14.0,7.9,16.0,28.0,69.0
15271,7.0,7.5,48.0,21.0,50.0
15272,28.0,9.8,41.0,47.0,76.0
15273,9.0,4.4,6.0,24.0,18.0
15274,33.0,7.7,50.0,19.0,14.0
15275,20.0,4.5,63.0,16.0,67.0
15276,9.0,8.8,68.0,31.0,74.0
15277,41.0,4.2,71.0,17.0,90.0
15278,7.0,5.9,44.0,15.0,2.0
15279,25.0,5.1,17.0,43.0,81.0
15280,42.0,5.4,45.0,42.0,59.0
15281,28.0,8.600000000000001,16.0,37.0,7.0
15282,16.0,9.2,36.0,37.0,38.0
15283,13.0,3.7,19.0,43.0,89.0
15284,26.0,4.3,35.0,38.0,88.0
15285,6.0,5.7,76.0,31.0,74.0
15286,28.0,4.1,91.0,28.0,64.0
15287,21.0,7.0,27.0,21.0,82.0
15288,28.0,6.6,74.0,13.0,51.0
15289,23.0,7.9,62.0,43.0,97.0
15290,38.0,6.9,14.0,50.0,63.0
15291,11.0,3.0,48.0,40.0,13.0
15292,29.0,3.3,42.0,29.0,50.0
15293,6.0,9.0,75.0,41.0,7.0
15294,17.0,4.6,43.0,33.0,45.0
15295,44.0,8.600000000000001,59.0,23.0,89.0
15296,39.0,8.9,58.0,43.0,1.0
15297,26.0,9.4,77.0,24.0,42.0
15298,16.0,3.4,16.0,19.0,99.0
15299,19.0,4.7,36.0,22.0,56.0
15300,26.0,8.100000000000001,13.0,50.0,48.0
15301,17.0,4.5,41.0,32.0,77.0
15302,9.0,9.600000000000001,23.0,24.0,32.0
15303,44.0,7.800000000000001,7.0,48.0,11.0
15304,12.0,5.1,18.0,19.0,44.0
15305,18.0,7.5,4.0,29.0,37.0
15306,20.0,5.4,64.0,13.0,71.0
15307,40.0,7.4,9.0,37.0,31.0
15308,9.0,8.0,65.0,24.0,78.0
15309,29.0,9.8,37.0,17.0,73.0
15310,6.0,5.0,25.0,46.0,1.0
15311,38.0,3.6,64.0,39.0,26.0
15312,48.0,8.0,54.0,11.0,11.0
15313,30.0,6.800000000000001,13.0,28.0,78.0
15314,42.0,7.5,12.0,21.0,98.0
15315,29.0,8.4,60.0,32.0,19.0
15316,16.0,9.4,3.0,45.0,17.0
15317,49.0,6.5,20.0,43.0,87.0
15318,19.0,8.600000000000001,27.0,11.0,99.0
15319,12.0,8.2,59.0,29.0,4.0
15320,5.0,3.4,5.0,42.0,29.0
15321,36.0,7.3,26.0,11.0,83.0
15322,50.0,9.600000000000001,25.0,18.0,7.0
15323,14.0,5.800000000000001,48.0,13.0,87.0
15324,40.0,9.600000000000001,64.0,50.0,3.0
15325,34.0,4.3,53.0,17.0,43.0
15326,45.0,6.5,47.0,31.0,73.0
15327,9.0,9.8,55.0,42.0,78.0
15328,7.0,5.800000000000001,12.0,49.0,80.0
15329,27.0,5.2,72.0,17.0,87.0
15330,40.0,3.4,63.0,21.0,31.0
15331,20.0,9.2,74.0,27.0,63.0
15332,9.0,5.0,9.0,44.0,38.0
15333,26.0,4.2,80.0,19.0,1.0
15334,32.0,9.5,87.0,39.0,90.0
15335,42.0,7.0,11.0,34.0,73.0
15336,43.0,5.7,36.0,39.0,87.0
15337,27.0,4.0,1.0,47.0,16.0
15338,10.0,7.5,43.0,32.0,47.0
15339,11.0,3.4,18.0,40.0,61.0
15340,46.0,8.600000000000001,26.0,24.0,76.0
15341,34.0,8.4,6.0,30.0,83.0
15342,24.0,9.4,7.0,23.0,6.0
15343,49.0,7.6000000000000005,27.0,35.0,96.0
15344,5.0,6.300000000000001,49.0,18.0,31.0
15345,19.0,3.8,28.0,22.0,86.0
15346,37.0,6.0,76.0,24.0,79.0
15347,16.0,8.3,71.0,42.0,42.0
15348,26.0,4.2,31.0,11.0,77.0
15349,29.0,4.1,74.0,23.0,78.0
15350,30.0,5.300000000000001,8.0,29.0,24.0
15351,48.0,9.5,7.0,50.0,94.0
15352,28.0,9.9,12.0,36.0,52.0
15353,26.0,8.7,49.0,27.0,55.0
15354,48.0,6.1,94.0,49.0,23.0
15355,46.0,9.7,60.0,23.0,91.0
15356,35.0,8.3,88.0,36.0,85.0
15357,22.0,9.5,47.0,38.0,95.0
15358,30.0,6.1,19.0,12.0,7.0
15359,24.0,6.1,25.0,22.0,94.0
15360,38.0,4.5,56.0,45.0,13.0
15361,29.0,7.4,62.0,48.0,71.0
15362,34.0,4.3,35.0,34.0,10.0
15363,18.0,4.8,98.0,37.0,91.0
15364,33.0,6.9,52.0,16.0,91.0
15365,45.0,8.5,18.0,47.0,10.0
15366,48.0,8.8,25.0,10.0,72.0
15367,6.0,5.4,44.0,49.0,10.0
15368,14.0,4.1,88.0,26.0,4.0
15369,34.0,5.800000000000001,99.0,34.0,49.0
15370,42.0,7.1000000000000005,29.0,48.0,45.0
15371,29.0,8.600000000000001,30.0,43.0,31.0
15372,13.0,8.2,55.0,25.0,18.0
15373,14.0,5.2,11.0,49.0,97.0
15374,41.0,6.9,51.0,40.0,85.0
15375,36.0,9.4,90.0,22.0,47.0
15376,5.0,7.7,16.0,33.0,99.0
15377,44.0,3.1,53.0,20.0,14.0
15378,15.0,6.800000000000001,15.0,33.0,54.0
15379,19.0,8.100000000000001,53.0,17.0,61.0
15380,7.0,4.6,15.0,23.0,41.0
15381,11.0,6.7,40.0,45.0,71.0
15382,17.0,3.6,91.0,15.0,73.0
15383,34.0,6.4,43.0,23.0,15.0
15384,8.0,7.0,6.0,27.0,95.0
15385,29.0,4.1,74.0,13.0,89.0
15386,11.0,7.7,41.0,37.0,62.0
15387,34.0,5.1,88.0,12.0,67.0
15388,10.0,6.2,92.0,26.0,20.0
15389,13.0,5.2,98.0,25.0,15.0
15390,41.0,5.9,83.0,27.0,36.0
15391,43.0,4.7,9.0,11.0,83.0
15392,33.0,6.0,84.0,17.0,41.0
15393,10.0,4.7,93.0,26.0,98.0
15394,28.0,9.4,22.0,33.0,29.0
15395,27.0,9.2,20.0,18.0,1.0
15396,42.0,9.2,50.0,21.0,53.0
15397,35.0,5.300000000000001,75.0,25.0,91.0
15398,9.0,5.2,47.0,20.0,22.0
15399,25.0,4.6,49.0,17.0,6.0
15400,44.0,3.1,74.0,46.0,55.0
15401,32.0,6.1,81.0,39.0,99.0
15402,8.0,8.9,46.0,24.0,81.0
15403,47.0,7.6000000000000005,69.0,16.0,15.0
15404,6.0,5.0,55.0,32.0,61.0
15405,8.0,7.9,56.0,43.0,53.0
15406,31.0,7.1000000000000005,54.0,25.0,92.0
15407,33.0,9.100000000000001,35.0,19.0,99.0
15408,17.0,4.0,3.0,19.0,80.0
15409,32.0,6.0,29.0,24.0,36.0
15410,8.0,4.2,42.0,41.0,99.0
15411,22.0,3.4,72.0,35.0,66.0
15412,45.0,5.5,32.0,20.0,31.0
15413,26.0,4.9,43.0,35.0,10.0
15414,9.0,3.7,34.0,48.0,82.0
15415,11.0,3.1,57.0,22.0,36.0
15416,32.0,7.4,15.0,14.0,43.0
15417,38.0,8.8,41.0,16.0,27.0
15418,43.0,5.9,54.0,42.0,49.0
15419,7.0,6.4,30.0,41.0,28.0
15420,19.0,7.2,91.0,39.0,75.0
15421,44.0,9.3,53.0,13.0,53.0
15422,50.0,5.9,11.0,45.0,23.0
15423,28.0,8.9,25.0,18.0,10.0
15424,14.0,9.600000000000001,39.0,36.0,68.0
15425,37.0,9.8,10.0,14.0,67.0
15426,33.0,7.800000000000001,3.0,44.0,80.0
15427,49.0,9.9,92.0,44.0,48.0
15428,16.0,4.0,5.0,41.0,3.0
15429,27.0,8.7,68.0,38.0,40.0
15430,49.0,8.3,41.0,38.0,37.0
15431,31.0,7.2,42.0,32.0,2.0
15432,18.0,6.7,30.0,33.0,59.0
15433,18.0,8.4,47.0,48.0,81.0
15434,16.0,3.3,54.0,17.0,40.0
15435,33.0,9.3,64.0,15.0,51.0
15436,46.0,9.3,65.0,24.0,89.0
15437,33.0,3.9,57.0,34.0,72.0
15438,25.0,3.4,75.0,31.0,81.0
15439,49.0,4.4,59.0,21.0,1.0
15440,11.0,3.8,100.0,25.0,28.0
15441,23.0,9.4,27.0,24.0,82.0
15442,8.0,6.0,55.0,42.0,70.0
15443,33.0,7.9,7.0,43.0,31.0
15444,11.0,3.1,5.0,21.0,92.0
15445,39.0,9.100000000000001,31.0,28.0,37.0
15446,50.0,7.2,67.0,48.0,30.0
15447,31.0,9.0,74.0,30.0,36.0
15448,16.0,9.3,27.0,28.0,43.0
15449,6.0,9.8,36.0,40.0,60.0
15450,7.0,9.9,22.0,40.0,60.0
15451,47.0,5.1,86.0,24.0,4.0
15452,20.0,3.8,77.0,38.0,30.0
15453,16.0,9.2,73.0,16.0,33.0
15454,26.0,9.3,4.0,30.0,69.0
15455,43.0,5.0,24.0,35.0,13.0
15456,22.0,6.300000000000001,50.0,35.0,41.0
15457,39.0,3.6,18.0,42.0,77.0
15458,35.0,8.4,34.0,42.0,57.0
15459,26.0,4.3,99.0,15.0,70.0
15460,11.0,6.0,84.0,38.0,47.0
15461,44.0,3.3,4.0,49.0,98.0
15462,27.0,5.7,9.0,30.0,76.0
15463,6.0,6.4,87.0,25.0,66.0
15464,44.0,6.0,18.0,32.0,48.0
15465,13.0,3.8,63.0,27.0,9.0
15466,48.0,7.3,7.0,50.0,32.0
15467,33.0,5.6,72.0,11.0,92.0
15468,9.0,7.0,87.0,41.0,16.0
15469,42.0,3.4,58.0,37.0,85.0
15470,13.0,7.7,81.0,27.0,58.0
15471,43.0,8.5,21.0,15.0,86.0
15472,49.0,8.0,26.0,44.0,11.0
15473,9.0,7.4,34.0,36.0,79.0
15474,19.0,8.4,32.0,38.0,82.0
15475,49.0,5.4,98.0,45.0,33.0
15476,44.0,8.100000000000001,32.0,36.0,65.0
15477,17.0,8.0,75.0,20.0,5.0
15478,14.0,7.1000000000000005,59.0,16.0,36.0
15479,19.0,6.0,66.0,30.0,72.0
15480,48.0,3.1,45.0,35.0,83.0
15481,36.0,4.6,90.0,11.0,58.0
15482,25.0,6.7,66.0,31.0,61.0
15483,33.0,8.0,81.0,29.0,99.0
15484,28.0,6.300000000000001,57.0,25.0,36.0
15485,32.0,3.2,62.0,23.0,90.0
15486,50.0,7.4,70.0,41.0,50.0
15487,42.0,3.6,40.0,19.0,4.0
15488,26.0,9.4,16.0,15.0,4.0
15489,34.0,9.9,60.0,29.0,7.0
15490,35.0,4.0,91.0,38.0,65.0
15491,49.0,5.0,9.0,25.0,18.0
15492,13.0,3.3,28.0,42.0,55.0
15493,29.0,9.0,83.0,13.0,28.0
15494,14.0,3.1,73.0,28.0,73.0
15495,31.0,7.4,45.0,37.0,1.0
15496,14.0,5.4,23.0,45.0,10.0
15497,23.0,7.3,14.0,29.0,2.0
15498,9.0,6.800000000000001,19.0,20.0,38.0
15499,36.0,7.800000000000001,64.0,22.0,22.0
15500,14.0,4.2,99.0,41.0,21.0
15501,37.0,6.800000000000001,98.0,38.0,56.0
15502,11.0,7.0,24.0,22.0,26.0
15503,20.0,4.7,55.0,23.0,83.0
15504,45.0,7.7,36.0,20.0,96.0
15505,43.0,3.2,83.0,35.0,69.0
15506,33.0,4.7,16.0,34.0,28.0
15507,29.0,8.100000000000001,92.0,32.0,66.0
15508,47.0,7.6000000000000005,92.0,46.0,35.0
15509,11.0,10.0,82.0,20.0,53.0
15510,39.0,7.6000000000000005,37.0,44.0,31.0
15511,49.0,5.6,50.0,21.0,42.0
15512,11.0,7.2,60.0,47.0,12.0
15513,30.0,3.6,80.0,40.0,91.0
15514,37.0,9.600000000000001,63.0,43.0,73.0
15515,9.0,6.800000000000001,47.0,38.0,48.0
15516,8.0,7.7,66.0,34.0,10.0
15517,30.0,5.1,95.0,44.0,85.0
15518,35.0,6.7,23.0,44.0,23.0
15519,38.0,8.7,28.0,16.0,36.0
15520,47.0,3.1,42.0,44.0,96.0
15521,24.0,6.6,68.0,10.0,60.0
15522,49.0,6.800000000000001,20.0,18.0,87.0
15523,28.0,7.0,4.0,22.0,12.0
15524,10.0,8.600000000000001,91.0,43.0,48.0
15525,16.0,4.7,27.0,16.0,80.0
15526,17.0,7.1000000000000005,54.0,19.0,98.0
15527,26.0,4.9,58.0,49.0,29.0
15528,24.0,8.2,94.0,17.0,23.0
15529,12.0,8.0,5.0,17.0,96.0
15530,34.0,4.5,4.0,47.0,74.0
15531,28.0,9.0,98.0,39.0,53.0
15532,39.0,5.5,5.0,36.0,14.0
15533,13.0,7.2,3.0,42.0,91.0
15534,41.0,3.0,94.0,13.0,55.0
15535,26.0,5.7,82.0,12.0,69.0
15536,42.0,6.6,13.0,26.0,48.0
15537,9.0,6.1,37.0,24.0,93.0
15538,40.0,9.8,51.0,23.0,38.0
15539,45.0,5.300000000000001,85.0,36.0,69.0
15540,46.0,6.4,36.0,44.0,20.0
15541,38.0,7.800000000000001,48.0,25.0,92.0
15542,27.0,4.5,96.0,11.0,18.0
15543,12.0,7.2,73.0,16.0,100.0
15544,6.0,3.9,49.0,37.0,29.0
15545,32.0,9.2,41.0,28.0,12.0
15546,32.0,4.2,75.0,36.0,6.0
15547,40.0,9.600000000000001,87.0,28.0,33.0
15548,28.0,4.5,68.0,39.0,43.0
15549,21.0,4.7,16.0,25.0,45.0
15550,25.0,3.9,88.0,31.0,24.0
15551,35.0,9.0,17.0,37.0,79.0
15552,30.0,3.3,92.0,11.0,70.0
15553,13.0,5.4,25.0,17.0,73.0
15554,17.0,3.9,43.0,14.0,9.0
15555,17.0,10.0,46.0,44.0,28.0
15556,8.0,7.6000000000000005,81.0,34.0,49.0
15557,13.0,3.8,76.0,20.0,84.0
15558,42.0,4.3,39.0,22.0,13.0
15559,29.0,4.4,21.0,44.0,17.0
15560,28.0,3.7,75.0,35.0,34.0
15561,14.0,4.2,79.0,36.0,82.0
15562,32.0,3.8,17.0,18.0,30.0
15563,8.0,3.2,32.0,21.0,45.0
15564,9.0,3.7,97.0,25.0,81.0
15565,28.0,7.4,100.0,12.0,5.0
15566,30.0,9.3,2.0,15.0,61.0
15567,34.0,5.6,10.0,19.0,34.0
15568,22.0,9.4,52.0,17.0,89.0
15569,19.0,9.7,6.0,28.0,35.0
15570,5.0,3.1,18.0,43.0,65.0
15571,33.0,3.5,57.0,38.0,97.0
